༢ཁུགས | ཁུག_འདས་པ།_ཐ་མི་དད་པ
སྙོན | སྙོན_ད་ལྟ་བ།_ཐ་དད་པ+སྙོན_སྐུལ་ཚིག_ཐ་དད་པ
སྙོབ | སྙོབ_ད་ལྟ་བ།_ཐ་དད་པ
སྙོབས | སྙོབ_སྐུལ་ཚིག_ཐ་དད་པ
སྙོམ | སྙོམ_ད་ལྟ་བ།_ཐ་དད་པ+བྱ་ཚིག_ཐ་མི་དད་པ
སྙོམས | སྙོམ_སྐུལ་ཚིག_ཐ་དད་པ
སྙོར | སྙོར_ད་ལྟ་བ།_ཐ་དད་པ+སྙོར_སྐུལ་ཚིག_ཐ་དད་པ
སྙོལ | སྙལ_སྐུལ་ཚིག_ཐ་དད་པ+སྙལ_སྐུལ་ཚིག_###
སྟང | སྟང_ད་ལྟ་བ།_ཐ་དད་པ
སྟར | སྟར_ད་ལྟ་བ།_###+སྟར_ད་ལྟ་བ།_ཐ་དད་པ
སྟི | སྟི_ད་ལྟ་བ།_ཐ་མི་དད་པ
སྟིང | སྟིང_ད་ལྟ་བ།_ཐ་དད་པ
སྟིངས | སྟིང_སྐུལ་ཚིག_ཐ་དད་པ
སྟིམ | སྟིམ_ད་ལྟ་བ།_ཐ་དད་པ+སྟིམ_ད་ལྟ་བ།_###
སྟིམས | སྟིམ_སྐུལ་ཚིག_ཐ་དད་པ+སྟིམ_སྐུལ་ཚིག_###
སྟིས | སྟི_སྐུལ་ཚིག_ཐ་མི་དད་པ
སྟུང | སྟུང_ད་ལྟ་བ།_ཐ་མི་དད་པ+སྟུང_ད་ལྟ་བ།_###
སྟུངས | སྟུང_སྐུལ་ཚིག_###+སྟུང_སྐུལ་ཚིག_ཐ་མི་དད་པ
སྟུད | སྟུད_སྐུལ་ཚིག_ཐ་དད་པ+སྟུད_ད་ལྟ་བ།_ཐ་དད་པ
སྟུན | སྟུན_ད་ལྟ་བ།_ཐ་དད་པ+སྟུན_སྐུལ་ཚིག_ཐ་དད་པ
སྟེག | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
སྟེན | སྟེན_སྐུལ་ཚིག_ཐ་དད་པ+སྟེན_ད་ལྟ་བ།_###+སྟེན_ད་ལྟ་བ།_ཐ་དད་པ+སྟེན_སྐུལ་ཚིག_###
སྟེར | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ
སྟོང | སྟོང_མ་འོངས་པ།_ཐ་མི་དད་པ+སྟོང_ད་ལྟ་བ།_ཐ་མི་དད་པ
སྟོངས | སྟོང_འདས་པ།_ཐ་མི་དད་པ+སྟང_སྐུལ་ཚིག_ཐ་དད་པ
སྟོད | སྟོད_ད་ལྟ་བ།_###+སྟོད_ད་ལྟ་བ།_ཐ་དད་པ+སྟོད_སྐུལ་ཚིག_ཐ་དད་པ
སྟོན | སྟོན_སྐུལ་ཚིག_ཐ་དད་པ+སྟོན_ད་ལྟ་བ།_ཐ་དད་པ
སྟོབ | སྟོབ_ད་ལྟ་བ།_ཐ་དད་པ
སྟོབས | སྟོབ_སྐུལ་ཚིག_ཐ་དད་པ
སྟོར | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+སྟར_སྐུལ་ཚིག_###+སྟོར_སྐུལ་ཚིག_ཐ་དད་པ+སྟོར_ད་ལྟ་བ།_ཐ་དད་པ+སྟོར_སྐུལ་ཚིག_###+སྟར_སྐུལ་ཚིག_ཐ་དད་པ+སྟོར_ད་ལྟ་བ།_###
སྡང | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+བྱ་ཚིག_###
སྡིག | སྡིག_ད་ལྟ་བ།_ཐ་དད་པ+སྡིག_ད་ལྟ་བ།_###
སྡིགས | སྡིག_སྐུལ་ཚིག_ཐ་དད་པ+སྡིག_སྐུལ་ཚིག_###
སྡུག | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
སྡུད | སྡུད_ད་ལྟ་བ།_ཐ་དད་པ+སྡུད_ད་ལྟ་བ།_###
སྡུམ | སྡུམ_ད་ལྟ་བ།_ཐ་དད་པ
སྡུམས | སྡུམ_སྐུལ་ཚིག_ཐ་དད་པ
སྡུར | སྡུར_སྐུལ་ཚིག_ཐ་དད་པ+སྡུར_ད་ལྟ་བ།_ཐ་དད་པ
སྡུས | སྡུད_སྐུལ་ཚིག_ཐ་དད་པ+སྡུད_སྐུལ་ཚིག_###
སྡེབ | སྡེབ_ད་ལྟ་བ།_ཐ་དད་པ
སྡེབས | སྡེབ_སྐུལ་ཚིག_ཐ་དད་པ
སྡོ | སྡོ_ད་ལྟ་བ།_ཐ་དད་པ+སྡོ_ད་ལྟ་བ།_###
སྡོག | སྡོག_ད་ལྟ་བ།_###+སྡོག_ད་ལྟ་བ།_ཐ་དད་པ
སྡོགས | སྡོག_སྐུལ་ཚིག_ཐ་དད་པ+སྡོག_སྐུལ་ཚིག_###
སྡོང | སྡོང_ད་ལྟ་བ།_ཐ་མི་དད་པ
སྡོངས | སྡོང_སྐུལ་ཚིག_ཐ་མི་དད་པ
སྡོད | སྡོད_ད་ལྟ་བ།_ཐ་མི་དད་པ+སྡོད_སྐུལ་ཚིག_ཐ་མི་དད་པ+སྡོད_སྐུལ་ཚིག_###+སྡོད_ད་ལྟ་བ།_###
སྡོམ | སྡོམ_ད་ལྟ་བ།_ཐ་དད་པ+སྡོམ_ད་ལྟ་བ།_###
སྡོམས | སྡོམ_སྐུལ་ཚིག_###+སྡོམ_སྐུལ་ཚིག_ཐ་དད་པ
སྡོས | སྡོ_སྐུལ་ཚིག_ཐ་དད་པ+སྡོ_སྐུལ་ཚིག_###
སྣང | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
སྣད | སྣད_ད་ལྟ་བ།_ཐ་དད་པ
སྣར | སྣར_ད་ལྟ་བ།_ཐ་དད་པ+སྣར_ད་ལྟ་བ།_###
སྣུད | སྣུད_སྐུལ་ཚིག_ཐ་དད་པ+སྣུད_ད་ལྟ་བ།_ཐ་དད་པ
སྣུན | སྣུན_སྐུལ་ཚིག_ཐ་དད་པ+སྣུན_ད་ལྟ་བ།_###+སྣུན_ད་ལྟ་བ།_ཐ་དད་པ+སྣུན_སྐུལ་ཚིག_###
སྣུབ | སྣུབ_ད་ལྟ་བ།_ཐ་དད་པ
སྣུབས | སྣུབ_སྐུལ་ཚིག_ཐ་དད་པ
སྣུར | སྣུར_སྐུལ་ཚིག_###+སྣུར_ད་ལྟ་བ།_ཐ་མི་དད་པ+སྣུར_ད་ལྟ་བ།_ཐ་དད་པ+སྣུར_ད་ལྟ་བ།_###+སྣུར_སྐུལ་ཚིག_ཐ་དད་པ
སྣེམ | སྣེམ_ད་ལྟ་བ།_ཐ་དད་པ+སྣེམ_ད་ལྟ་བ།_###
སྣེམས | སྣེམ_སྐུལ་ཚིག_ཐ་དད་པ+སྣེམ_སྐུལ་ཚིག_###
སྣོ | སྣོ_ད་ལྟ་བ།_ཐ་དད་པ
སྣོག | སྣོག_ད་ལྟ་བ།_###+སྣོག_ད་ལྟ་བ།_ཐ་དད་པ
སྣོགས | སྣོག_སྐུལ་ཚིག_ཐ་དད་པ+སྣོག_སྐུལ་ཚིག_###
སྣོད | སྣད_སྐུལ་ཚིག_ཐ་དད་པ
སྣོན | སྣོན_ད་ལྟ་བ།_ཐ་དད་པ+སྣོན_སྐུལ་ཚིག_ཐ་དད་པ+སྣོན_སྐུལ་ཚིག_###+སྣོན_ད་ལྟ་བ།_###
སྣོམ | སྣོམ_ད་ལྟ་བ།_###+སྣོམ_ད་ལྟ་བ།_ཐ་དད་པ
སྣོམས | སྣོམ_སྐུལ་ཚིག_###+སྣོམ_སྐུལ་ཚིག_ཐ་དད་པ
སྣོར | སྣོར_སྐུལ་ཚིག_ཐ་དད་པ+སྣར_སྐུལ་ཚིག_###+སྣར_སྐུལ་ཚིག_ཐ་དད་པ+སྣོར_ད་ལྟ་བ།_ཐ་དད་པ
སྣོལ | སྣོལ_སྐུལ་ཚིག_ཐ་དད་པ+སྣོལ_ད་ལྟ་བ།_ཐ་དད་པ
སྣོས | སྣོ_སྐུལ་ཚིག_ཐ་དད་པ
སྤ | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ
སྤག | སྤག_ད་ལྟ་བ།_ཐ་མི་དད་པ+སྤག_ད་ལྟ་བ།_###+སྤག_མ་འོངས་པ།_ཐ་མི་དད་པ+སྤོག_མ་འོངས་པ།_ཐ་དད་པ+སྤག_མ་འོངས་པ།_###
སྤགས | སྤོག_འདས་པ།_ཐ་དད་པ+སྤག_འདས་པ།_###+གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+སྤག_འདས་པ།_ཐ་མི་དད་པ
སྤང | སྤོང_མ་འོངས་པ།_ཐ་དད་པ
སྤངས | སྤོང_འདས་པ།_ཐ་དད་པ
སྤར | སྤོར_མ་འོངས་པ།_###+སྤོར_འདས་པ།_ཐ་དད་པ+སྤོར_མ་འོངས་པ།_ཐ་དད་པ+སྤོར_འདས་པ།_###
སྤུང | སྤུང_མ་འོངས་པ།_ཐ་དད་པ+སྤུང_ད་ལྟ་བ།_ཐ་དད་པ
སྤུངས | སྤུང_སྐུལ་ཚིག_ཐ་དད་པ+སྤུང_འདས་པ།_ཐ་དད་པ
སྤུད | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ
སྤུར | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ
སྤེལ | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ+བྱ་ཚིག_###
སྤོ | སྤོ_མ་འོངས་པ།_###+སྤོ_མ་འོངས་པ།_ཐ་དད་པ+སྤོ_ད་ལྟ་བ།_###+སྤོ_ད་ལྟ་བ།_ཐ་དད་པ
སྤོག | སྤོག_ད་ལྟ་བ།_ཐ་དད་པ
སྤོགས | སྤོག_སྐུལ་ཚིག_ཐ་དད་པ
སྤོང | སྤོང_ད་ལྟ་བ།_ཐ་དད་པ
སྤོངས | སྤོང_སྐུལ་ཚིག_ཐ་དད་པ
སྤོར | སྤོར_སྐུལ་ཚིག_ཐ་དད་པ+སྤོར_ད་ལྟ་བ།_ཐ་དད་པ+སྤོར_ད་ལྟ་བ།_###+སྤོར_སྐུལ་ཚིག_###
སྤོས | སྤོ_སྐུལ་ཚིག_ཐ་དད་པ+སྤོ_འདས་པ།_###+སྤོ_སྐུལ་ཚིག_###+སྤོ_འདས་པ།_ཐ་དད་པ
སྤྱང | སྤྱང_ད་ལྟ་བ།_ཐ་དད་པ+སྤྱང_མ་འོངས་པ།_ཐ་དད་པ
སྤྱངས | སྤྱང_འདས་པ།_ཐ་དད་པ
སྤྱད | སྤྱོད_མ་འོངས་པ།_###+སྤྱོད_འདས་པ།_ཐ་དད་པ+སྤྱོད_མ་འོངས་པ།_ཐ་དད་པ+སྤྱོད_འདས་པ།_###
སྤྱིང | སྤྱིང_མ་འོངས་པ།_ཐ་དད་པ+སྤྱིང_ད་ལྟ་བ།_ཐ་དད་པ
སྤྱིངས | སྤྱིང_འདས་པ།_ཐ་དད་པ+སྤྱིང_སྐུལ་ཚིག_ཐ་དད་པ
སྤྱིལ | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ
སྤྱུག | སྤྱུག_མ་འོངས་པ།_ཐ་དད་པ+སྤྱུག_ད་ལྟ་བ།_ཐ་དད་པ
སྤྱུགས | སྤྱུག_སྐུལ་ཚིག_ཐ་དད་པ+སྤྱུག_འདས་པ།_ཐ་དད་པ
སྤྱོ | སྤྱོ_ད་ལྟ་བ།_ཐ་དད་པ+སྤྱོ_མ་འོངས་པ།_ཐ་དད་པ
སྤྱོང | སྤྱང_སྐུལ་ཚིག_ཐ་དད་པ
སྤྱོད | སྤྱོད_ད་ལྟ་བ།_ཐ་དད་པ+སྤྱོད_སྐུལ་ཚིག_ཐ་དད་པ+སྤྱོད_ད་ལྟ་བ།_###+སྤྱོད_སྐུལ་ཚིག_###
སྤྱོན | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
སྤྱོམ | སྤྱོམ_ད་ལྟ་བ།_ཐ་དད་པ+སྤྱོམ_མ་འོངས་པ།_ཐ་དད་པ
སྤྱོམས | སྤྱོམ_འདས་པ།_ཐ་དད་པ+སྤྱོམ_སྐུལ་ཚིག_ཐ་དད་པ
སྤྱོས | སྤྱོ_འདས་པ།_ཐ་དད་པ+སྤྱོ_སྐུལ་ཚིག_ཐ་དད་པ
སྤྲ | སྤྲ_ད་ལྟ་བ།_ཐ་དད་པ+སྤྲ_མ་འོངས་པ།_ཐ་དད་པ
སྤྲང | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
སྤྲད | སྤྲོད_མ་འོངས་པ།_###+སྤྲོད_འདས་པ།_###+སྤྲོད_འདས་པ།_ཐ་དད་པ+སྤྲོད_མ་འོངས་པ།_ཐ་དད་པ
སྤྲས | སྤྲ_འདས་པ།_ཐ་དད་པ+སྤྲ_སྐུལ་ཚིག_ཐ་དད་པ
སྤྲིང | སྤྲིང_ད་ལྟ་བ།_ཐ་དད་པ+སྤྲིང_མ་འོངས་པ།_ཐ་དད་པ
སྤྲིངས | སྤྲིང_སྐུལ་ཚིག_ཐ་དད་པ+སྤྲིང_འདས་པ།_ཐ་དད་པ
སྤྲིབས | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
སྤྲུག | སྤྲུག_མ་འོངས་པ།_ཐ་དད་པ+སྤྲུག_ད་ལྟ་བ།_ཐ་དད་པ
སྤྲུགས | སྤྲུག_སྐུལ་ཚིག_ཐ་དད་པ
སྤྲུགསནས | སྤྲུག_འདས་པ།_ཐ་དད་པ
སྤྲུལ | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ
སྤྲོ | སྤྲོ_ད་ལྟ་བ།_ཐ་དད་པ+སྤྲོ_མ་འོངས་པ།_ཐ་དད་པ
སྤྲོད | སྤྲོད_སྐུལ་ཚིག_ཐ་དད་པ+སྤྲོད_ད་ལྟ་བ།_###+སྤྲོད_སྐུལ་ཚིག_###+སྤྲོད_ད་ལྟ་བ།_ཐ་དད་པ
སྤྲོས | སྤྲོ_འདས་པ།_ཐ་དད་པ+སྤྲོ_སྐུལ་ཚིག_ཐ་དད་པ
སྦ | སྦེད_མ་འོངས་པ།_ཐ་དད་པ
སྦག | སྦག_མ་འོངས་པ།_###+སྦག_མ་འོངས་པ།_ཐ་དད་པ+སྦག_ད་ལྟ་བ།_###+སྦག_ད་ལྟ་བ།_ཐ་དད་པ
སྦགས | སྦག_འདས་པ།_ཐ་དད་པ+སྦག_འདས་པ།_###
སྦང | སྦོང_མ་འོངས་པ།_ཐ་དད་པ
སྦངས | སྦོང_འདས་པ།_ཐ་དད་པ
སྦམ | སྦོམ_མ་འོངས་པ།_ཐ་དད་པ
སྦམས | སྦོམ_འདས་པ།_ཐ་དད་པ
སྦར | སྦོར_མ་འོངས་པ།_ཐ་དད་པ+སྦོར_མ་འོངས་པ།_###+སྦོར_འདས་པ།_###+སྦོར_འདས་པ།_ཐ་དད་པ
སྦས | སྦེད_འདས་པ།_ཐ་དད་པ
སྦིར | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ
སྦུང | བྱ་ཚིག_###
སྦུབ | སྦུབ_ད་ལྟ་བ།_ཐ་དད་པ+སྦུབ_མ་འོངས་པ།_ཐ་དད་པ
སྦུབས | སྦུབ_སྐུལ་ཚིག_ཐ་དད་པ+སྦུབ_འདས་པ།_ཐ་དད་པ
སྦེད | སྦེད_ད་ལྟ་བ།_ཐ་དད་པ
སྦོ | སྦོ_ད་ལྟ་བ།_ཐ་དད་པ+སྦོར_སྐུལ་ཚིག_###+སྦོ_མ་འོངས་པ།_ཐ་དད་པ+སྦོར_སྐུལ་ཚིག_ཐ་དད་པ
སྦོགས | སྦག_སྐུལ་ཚིག_###+སྦག_སྐུལ་ཚིག_ཐ་དད་པ
སྦོང | སྦོང_ད་ལྟ་བ།_ཐ་དད་པ
སྦོངས | སྦོང_སྐུལ་ཚིག_ཐ་དད་པ
སྦོམ | སྦོམ_ད་ལྟ་བ།_ཐ་དད་པ
སྦོམས | སྦོམ_སྐུལ་ཚིག_ཐ་དད་པ
སྦོར | སྦོར_ད་ལྟ་བ།_ཐ་དད་པ+སྦོར_ད་ལྟ་བ།_###
སྦོས | སྦོ_འདས་པ།_ཐ་དད་པ+སྦེད_སྐུལ་ཚིག_ཐ་དད་པ
སྦྱང | སྦྱོང_མ་འོངས་པ།_ཐ་དད་པ+སྦྱོང_མ་འོངས་པ།_###
སྦྱངས | སྦྱོང_འདས་པ།_###+སྦྱོང_འདས་པ།_ཐ་དད་པ
སྦྱར | སྦྱོར_མ་འོངས་པ།_ཐ་དད་པ+སྦྱོར_མ་འོངས་པ།_###+སྦྱོར_འདས་པ།_ཐ་དད་པ+སྦྱོར_འདས་པ།_###
སྦྱིག | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
སྦྱིན | སྦྱིན_མ་འོངས་པ།_ཐ་དད་པ+སྦྱིན_ད་ལྟ་བ།_ཐ་དད་པ
སྦྱོང | སྦྱོང_ད་ལྟ་བ།_ཐ་དད་པ+སྦྱོང_ད་ལྟ་བ།_###
སྦྱོངས | སྦྱོང_སྐུལ་ཚིག_###+སྦྱོང_སྐུལ་ཚིག_ཐ་དད་པ
སྦྱོར | སྦྱོར_སྐུལ་ཚིག_ཐ་དད་པ+སྦྱོར_ད་ལྟ་བ།_###+སྦྱོར_སྐུལ་ཚིག_###+སྦྱོར_ད་ལྟ་བ།_ཐ་དད་པ
སྦྲག | སྦྲག_ད་ལྟ་བ།_ཐ་དད་པ+སྦྲག_མ་འོངས་པ།_###+སྦྲག_ད་ལྟ་བ།_###+སྦྲག_མ་འོངས་པ།_ཐ་དད་པ
སྦྲགས | སྦྲག_འདས་པ།_###+སྦྲག_འདས་པ།_ཐ་དད་པ
སྦྲད | བྱ་ཚིག_ཐ་དད་པ
སྦྲན | སྦྲོན_མ་འོངས་པ།_ཐ་དད་པ+སྦྲོན_འདས་པ།_ཐ་དད་པ+སྦྲོན_འདས་པ།_###+སྦྲོན_མ་འོངས་པ།_###
སྦྲིད | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+བྱ་ཚིག_###
