ཀུམ | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+བྱ་ཚིག_###
རྨུགས | རྨུག_སྐུལ་ཚིག_ཐ་དད་པ+རྨུག_འདས་པ།_ཐ་དད་པ+རྨུགས_འདས་པ།_ཐ་དད་པ+རྨུགས_སྐུལ་ཚིག_ཐ་དད་པ
རྨུར | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ
རྨུས | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+དམུས_འབྲི་ཚུལ
རྨེ | བྱ་ཚིག_ཐ་མི་དད་པ
རྨེད | རྨེད_ད་ལྟ་བ།_ཐ་དད་པ+རྨོད_སྐུལཚིག_འབྲི་ཚུལ+རྨེད_སྐུལ་ཚིག_ཐ་དད་པ+རྨད_སྐུལ་ཚིག_ཐ་དད་པ+རྨད_ད་ལྟ་བ།_ཐ་དད་པ
རྨེལ | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ
རྨོ | རྨོད_མ་འོངས་པ།_ཐ་དད་པ+རྨོས_མ་འོངས་པ།_ཐ་དད་པ+རྨོ_མ་འོངས་པ།_ཐ་དད་པ
རྨོངས | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+བྱ་ཚིག_###
རྨོད | རྨོ_ད་ལྟ་བ།_ཐ་དད་པ+རྨོད_ད་ལྟ་བ།_ཐ་དད་པ+རྨོས_ད་ལྟ་བ།_ཐ་དད་པ
རྨོན | བྱ་ཚིག_ཐ་དད་པ+རྨོ_དལྟབ_འབྲི་ཚུལ
རྨོས | རྨོད_འདས་པ།_ཐ་དད་པ+རྨོས_སྐུལ་ཚིག_ཐ་དད་པ+རྨོད_སྐུལ་ཚིག_ཐ་དད་པ+རྨོས_འདས་པ།_ཐ་དད་པ+རྨོ_འདས་པ།_ཐ་དད་པ+རྨོ_སྐུལ་ཚིག_ཐ་དད་པ
རྨྱ | རྨྱ_མ་འོངས་པ།_ཐ་མི་དད་པ+རྨྱས_ད་ལྟ་བ།_ཐ་མི་དད་པ+རྨྱས_མ་འོངས་པ།_ཐ་མི་དད་པ+རྨྱ_ད་ལྟ་བ།_ཐ་མི་དད་པ
རྨྱང | རྨྱང_མ་འོངས་པ།_ཐ་དད་པ+རྨྱོང_མ་འོངས་པ།_ཐ་དད་པ+རྨྱངས_མ་འོངས་པ།_ཐ་དད་པ+རྨྱོངས_མ་འོངས་པ།_ཐ་དད་པ
རྨྱངས | རྨྱོངས_འདས་པ།_ཐ་དད་པ+རྨྱང_འདས་པ།_ཐ་དད་པ+རྨྱངས_འདས་པ།_ཐ་དད་པ+རྨྱོང_འདས་པ།_ཐ་དད་པ
རྨྱས | རྨྱས_འདས་པ།_ཐ་མི་དད་པ+རྨྱ_འདས་པ།_ཐ་མི་དད་པ
རྨྱོང | རྨྱོང_ད་ལྟ་བ།_ཐ་དད་པ+རྨྱོངས_ད་ལྟ་བ།_ཐ་དད་པ+རྨྱང_ད་ལྟ་བ།_ཐ་དད་པ+རྨྱངས_ད་ལྟ་བ།_ཐ་དད་པ
རྨྱོངས | རྨྱང_སྐུལ་ཚིག_ཐ་དད་པ+རྨྱོང_སྐུལ་ཚིག_ཐ་དད་པ+རྨྱོངས_སྐུལ་ཚིག_ཐ་དད་པ+རྨྱངས_སྐུལ་ཚིག_ཐ་དད་པ
རྩི | རྩི_ད་ལྟ་བ།_ཐ་དད་པ+རྩིས_ད་ལྟ་བ།_ཐ་དད་པ+བརྩིས_ད་ལྟ་བ།_ཐ་དད་པ+བརྩི_ད་ལྟ་བ།_ཐ་དད་པ
རྩིག | རྩིགས_ད་ལྟ་བ།_ཐ་དད་པ+བརྩིགས_ད་ལྟ་བ།_ཐ་དད་པ+བརྩིག_ད་ལྟ་བ།_ཐ་དད་པ+རྩིག_ད་ལྟ་བ།_ཐ་དད་པ
རྩིགས | བརྩིག_སྐུལ་ཚིག_ཐ་དད་པ+རྩིགས_སྐུལ་ཚིག_ཐ་དད་པ+བརྩིགས_སྐུལ་ཚིག_ཐ་དད་པ+རྩིག_སྐུལ་ཚིག_ཐ་དད་པ
རྩིས | རྩི_སྐུལ་ཚིག_ཐ་དད་པ+བརྩི_སྐུལ་ཚིག_ཐ་དད་པ+བརྩིས_སྐུལ་ཚིག_ཐ་དད་པ+རྩིས_སྐུལ་ཚིག_ཐ་དད་པ
རྩེ | རྩེས_ད་ལྟ་བ།_ཐ་མི་དད་པ+རྩེ_ད་ལྟ་བ།_ཐ་མི་དད་པ
རྩེག | རྩེག_ད་ལྟ་བ།_ཐ་དད་པ+རྩེག_ད་ལྟ་བ།_###+རྩེགས_ད་ལྟ་བ།_ཐ་དད་པ+བརྩེགས_ད་ལྟ་བ།_ཐ་དད་པ+བརྩེག_ད་ལྟ་བ།_ཐ་མི་དད་པ
རྩེགས | རྩེགས_སྐུལ་ཚིག_ཐ་དད་པ+བརྩེག_སྐུལ་ཚིག_ཐ་མི་དད་པ+རྩེག_སྐུལ་ཚིག_###+བརྩེགས_སྐུལ་ཚིག_ཐ་དད་པ+རྩེག_སྐུལ་ཚིག_ཐ་དད་པ
རྩེང | བརྩེང_ད་ལྟ་བ།_ཐ་དད་པ+རྩེང_ད་ལྟ་བ།_ཐ་དད་པ+རྩེངས_ད་ལྟ་བ།_ཐ་དད་པ+རྩེང_ད་ལྟ་བ།_###+བརྩེངས_ད་ལྟ་བ།_ཐ་དད་པ
རྩེངས | རྩེངས_སྐུལ་ཚིག_ཐ་དད་པ+བརྩེང_སྐུལ་ཚིག_ཐ་དད་པ+བརྩེངས_སྐུལ་ཚིག_ཐ་དད་པ+རྩེང_སྐུལ་ཚིག_###+རྩེང_སྐུལ་ཚིག_ཐ་དད་པ
རྩེན | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+བྱ་ཚིག_###
རྩེལ | བྱ་ཚིག_ཐ་དད་པ+སྩེལ_འབྲི་ཚུལ
རྩེས | རྩེ_སྐུལ་ཚིག_ཐ་མི་དད་པ+རྩེས_སྐུལ་ཚིག_ཐ་མི་དད་པ
རྩོད | བརྩད_ད་ལྟ་བ།_ཐ་དད་པ+རྩོད_སྐུལ་ཚིག_ཐ་དད་པ+རྩོད_ད་ལྟ་བ།_ཐ་དད་པ+བརྩད_སྐུལ་ཚིག_ཐ་དད་པ
རྩོམ | རྩོམ_ད་ལྟ་བ།_###+བརྩམ_ད་ལྟ་བ།_ཐ་དད་པ+རྩོམས_ད་ལྟ་བ།_ཐ་དད་པ+བརྩམས_ད་ལྟ་བ།_ཐ་དད་པ+རྩོམ_ད་ལྟ་བ།_ཐ་དད་པ
རྩོམས | བརྩམ_སྐུལ་ཚིག_ཐ་དད་པ+བརྩམས_སྐུལ་ཚིག_ཐ་དད་པ+རྩོམ_སྐུལ་ཚིག_###+རྩོམས_སྐུལ་ཚིག_ཐ་དད་པ+རྩོམ_སྐུལ་ཚིག_ཐ་དད་པ
རྩོལ | བརྩལ_ད་ལྟ་བ།_ཐ་དད་པ+བརྩལ_སྐུལ་ཚིག_ཐ་དད་པ
རྫི | བརྫིས_ད་ལྟ་བ།_ཐ་དད་པ+བརྫི_ད་ལྟ་བ།_###+རྫི_ད་ལྟ་བ།_###+བརྫི_ད་ལྟ་བ།_ཐ་དད་པ+རྫི_ད་ལྟ་བ།_ཐ་དད་པ+རྫིས_ད་ལྟ་བ།_ཐ་དད་པ
རྫིས | བརྫི_སྐུལ་ཚིག_ཐ་དད་པ+བརྫི_སྐུལ་ཚིག_###+རྫིས_སྐུལ་ཚིག_ཐ་དད་པ+རྫི_སྐུལ་ཚིག_ཐ་དད་པ+བརྫིས_སྐུལ་ཚིག_ཐ་དད་པ+རྫི_སྐུལ་ཚིག_###
རྫུ | བརྫུས_ད་ལྟ་བ།_ཐ་དད་པ+རྫུས_ད་ལྟ་བ།_ཐ་དད་པ+རྫུ_ད་ལྟ་བ།_ཐ་དད་པ+བརྫུ_ད་ལྟ་བ།_ཐ་དད་པ
རྫུས | རྫུས_སྐུལ་ཚིག_ཐ་དད་པ+བརྫུ_སྐུལ་ཚིག_ཐ་དད་པ+བརྫུས_སྐུལ་ཚིག_ཐ་དད་པ+རྫུ_སྐུལ་ཚིག_ཐ་དད་པ
རྫེ | རྫེ_ད་ལྟ་བ།_ཐ་དད་པ+རྫེས_ད་ལྟ་བ།_ཐ་དད་པ+བརྫེས_ད་ལྟ་བ།_ཐ་དད་པ+བརྫེ_ད་ལྟ་བ།_ཐ་དད་པ
རྫེས | བརྫེ_སྐུལ་ཚིག_ཐ་དད་པ+བརྫེས_སྐུལ་ཚིག_ཐ་དད་པ+རྫེ_སྐུལ་ཚིག_ཐ་དད་པ+རྫེས_སྐུལ་ཚིག_ཐ་དད་པ
རྫོ | རྫོ_ད་ལྟ་བ།_ཐ་དད་པ+རྫོས_ད་ལྟ་བ།_ཐ་དད་པ
རྫོག | རྫོག_ད་ལྟ་བ།_###+བརྫོག_ད་ལྟ་བ།_ཐ་དད་པ+བརྫོགས_ད་ལྟ་བ།_ཐ་དད་པ+རྫོགས_ད་ལྟ་བ།_ཐ་དད་པ+རྫོག_ད་ལྟ་བ།_ཐ་དད་པ
རྫོགས | བརྫོག_སྐུལ་ཚིག_ཐ་དད་པ+བྱ་ཚིག_###+རྫོག_སྐུལ་ཚིག_ཐ་དད་པ+བརྫོགས_སྐུལ་ཚིག_ཐ་དད་པ+རྫོག_སྐུལ་ཚིག_###+རྫོགས_སྐུལ་ཚིག_ཐ་དད་པ
རྫོང | བརྫང_ད་ལྟ་བ།_ཐ་དད་པ+རྫོང_ད་ལྟ་བ།_###+རྫོངས_ད་ལྟ་བ།_ཐ་དད་པ+རྫོང_ད་ལྟ་བ།_ཐ་དད་པ+བརྫངས_ད་ལྟ་བ།_ཐ་དད་པ
རྫོངས | རྫོང_སྐུལ་ཚིག_ཐ་དད་པ+བརྫང_སྐུལ་ཚིག_ཐ་དད་པ+བརྫངས_སྐུལ་ཚིག_ཐ་དད་པ+རྫོང_སྐུལ་ཚིག_###+རྫོངས_སྐུལ་ཚིག_ཐ་དད་པ
རྫོད | རྫོད_སྐུལ་ཚིག_ཐ་དད་པ+རྫོད_ད་ལྟ་བ།_ཐ་དད་པ
རྫོས | རྫོས_སྐུལ་ཚིག_ཐ་དད་པ+རྫོ_སྐུལ་ཚིག_ཐ་དད་པ
རླག | རློགས_ད་ལྟ་བ།_ཐ་དད་པ+རླག_ད་ལྟ་བ།_###+བརླགས_ད་ལྟ་བ།_ཐ་དད་པ+རླག_ད་ལྟ་བ།_ཐ་དད་པ+བརླག_ད་ལྟ་བ།_ཐ་དད་པ
རླིང | བརླིངས_ད་ལྟ་བ།_ཐ་དད་པ+རླིང_ད་ལྟ་བ།_ཐ་མི་དད་པ
རླིངས | བརླིངས_སྐུལ་ཚིག_ཐ་དད་པ+རླིང_སྐུལ་ཚིག_ཐ་མི་དད་པ
རླུག | རླུགས_ད་ལྟ་བ།_ཐ་མི་དད་པ+རླུགས_མ་འོངས་པ།_ཐ་མི་དད་པ
རླུགས | རླུགས_འདས་པ།_ཐ་མི་དད་པ
རློ | རློ_མ་འོངས་པ།_ཐ་མི་དད་པ+རློས_མ་འོངས་པ།_ཐ་མི་དད་པ+རློ_ད་ལྟ་བ།_ཐ་མི་དད་པ+རློས_ད་ལྟ་བ།_ཐ་མི་དད་པ
རློག | རླག_འབྲི་ཚུལ+བྱ་ཚིག_ཐ་དད་པ
རློགས | བརླགས_སྐུལ་ཚིག_ཐ་དད་པ+རླག_སྐུལ་ཚིག_###+བརླག_སྐུལ་ཚིག_ཐ་དད་པ+རློགས_སྐུལ་ཚིག_ཐ་དད་པ+རླག_སྐུལ་ཚིག_ཐ་དད་པ
རློང | རློང_ད་ལྟ་བ།_ཐ་དད་པ+བརློངས_ད་ལྟ་བ།_ཐ་དད་པ+རློངས_ད་ལྟ་བ།_ཐ་དད་པ
རློངས | རློངས_སྐུལ་ཚིག_ཐ་དད་པ+རློང_སྐུལ་ཚིག_ཐ་དད་པ+བརློངས_སྐུལ་ཚིག_ཐ་དད་པ
རློན | བརླན_སྐུལ་ཚིག_ཐ་དད་པ+བརླན_ད་ལྟ་བ།_ཐ་དད་པ+རློན_སྐུལ་ཚིག_ཐ་དད་པ+རློན_ད་ལྟ་བ།_ཐ་དད་པ
རློབ | རློབས_ད་ལྟ་བ།_###+རློབས_མ་འོངས་པ།_###+བརླབ_ད་ལྟ་བ།_ཐ་དད་པ+རློབ_མ་འོངས་པ།_###+རློབ_ད་ལྟ་བ།_ཐ་དད་པ+རློབ_ད་ལྟ་བ།_###+རློབས_ད་ལྟ་བ།_ཐ་དད་པ+བརླབས_ད་ལྟ་བ།_ཐ་དད་པ
རློབས | བརླབས_སྐུལ་ཚིག_ཐ་དད་པ+རློབས_འདས་པ།_###+རློབ_སྐུལ་ཚིག_ཐ་དད་པ+རློབས_སྐུལ་ཚིག_ཐ་དད་པ+བརླབ_སྐུལ་ཚིག_ཐ་དད་པ+རློབས_སྐུལ་ཚིག_###+རློབ_སྐུལ་ཚིག_###+རློབ_འདས་པ།_###
རློམ | བརླམས_ད་ལྟ་བ།_ཐ་དད་པ+རློམ_ད་ལྟ་བ།_ཐ་དད་པ+རློམས_ད་ལྟ་བ།_ཐ་དད་པ+བརླམ_ད་ལྟ་བ།_ཐ་དད་པ+གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
རློམས | བརླམས_སྐུལ་ཚིག_ཐ་དད་པ+བརླམ_སྐུལ་ཚིག_ཐ་དད་པ+རློམ_སྐུལ་ཚིག_ཐ་དད་པ+རློམས_སྐུལ་ཚིག_ཐ་དད་པ
རློས | རློ_འདས་པ།_ཐ་མི་དད་པ+རློས_འདས་པ།_ཐ་མི་དད་པ
ལང | ལང_མ་འོངས་པ།_###+ལང_མ་འོངས་པ།_ཐ་མི་དད་པ+ལངས_མ་འོངས་པ།_ཐ་མི་དད་པ+ལང_ད་ལྟ་བ།_ཐ་མི་དད་པ+ལང_ད་ལྟ་བ།_###+ལངས_ད་ལྟ་བ།_ཐ་མི་དད་པ+ལོངས_མ་འོངས་པ།_ཐ་མི་དད་པ+ལོངས_ད་ལྟ་བ།_ཐ་མི་དད་པ
ལངས | ལོངས_འདས་པ།_ཐ་མི་དད་པ+ལང_འདས་པ།_###+ལངས_འདས་པ།_ཐ་མི་དད་པ+ལྡང_འདས་པ།_###+ལང_འདས་པ།_ཐ་མི་དད་པ
ལད | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
ལབ | ལོབ_མ་འོངས་པ།_ཐ་དད་པ+ལབ_ད་ལྟ་བ།_ཐ་དད་པ+ལབ_འདས་པ།_ཐ་དད་པ+ལོབ_འདས་པ།_ཐ་དད་པ+ལོབ_ད་ལྟ་བ།_ཐ་དད་པ+ལབ_མ་འོངས་པ།_ཐ་དད་པ
ལས | ལས_འདས་པ།_ཐ་དད་པ+ལོས_འདས་པ།_ཐ་དད་པ+ལས_མ་འོངས་པ།_ཐ་དད་པ+ལས_ད་ལྟ་བ།_ཐ་དད་པ+ལོས_མ་འོངས་པ།_ཐ་དད་པ+ལོས_ད་ལྟ་བ།_ཐ་དད་པ
ལུ | ལུས_མ་འོངས་པ།_ཐ་མི་དད་པ+ལུ_མ་འོངས་པ།_ཐ་མི་དད་པ+ལུ_ད་ལྟ་བ།_ཐ་མི་དད་པ+ལུས_ད་ལྟ་བ།_ཐ་མི་དད་པ
ལུག | ལུགས_ད་ལྟ་བ།_ཐ་མི་དད་པ+ལུགས_མ་འོངས་པ།_ཐ་དད་པ+ལུགས_ད་ལྟ་བ།_ཐ་དད་པ+ལུགས_མ་འོངས་པ།_ཐ་མི་དད་པ+ལུག_མ་འོངས་པ།_ཐ་མི་དད་པ+ལུག_ད་ལྟ་བ།_ཐ་དད་པ+ལུག_ད་ལྟ་བ།_ཐ་མི་དད་པ+ལུག_མ་འོངས་པ།_ཐ་དད་པ
ལུགས | ལུག_འདས་པ།_ཐ་མི་དད་པ+ལུག_འདས་པ།_ཐ་དད་པ+ལུགས_འདས་པ།_ཐ་མི་དད་པ+ལུགས_སྐུལ་ཚིག_ཐ་དད་པ+ལུགས_འདས་པ།_ཐ་དད་པ
ལུད | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
ལུས | ལུ_སྐུལ་ཚིག_ཐ་མི་དད་པ+ལུ_འདས་པ།_ཐ་མི་དད་པ+གཟུགས་མི་འགྱུར་བ_###+ལུས_སྐུལ་ཚིག_ཐ་མི་དད་པ+ལུས_འདས་པ།_ཐ་མི་དད་པ
ལེན | བླང_ད་ལྟ་བ།_ཐ་དད་པ+ལེན_ད་ལྟ་བ།_###+ལེན_ད་ལྟ་བ།_ཐ་དད་པ+བླངས_ད་ལྟ་བ།_ཐ་དད་པ+ལོངས_ད་ལྟ་བ།_ཐ་དད་པ
ལོག | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+བྱ་ཚིག_###
ལོང | ལོངས_ད་ལྟ་བ།_###+ལོང_ད་ལྟ་བ།_ཐ་མི་དད་པ+ལོང_མ་འོངས་པ།_###+ལོང_མ་འོངས་པ།_ཐ་མི་དད་པ+ལོང_ད་ལྟ་བ།_###+ལོངས_མ་འོངས་པ།_###
ལོངས | ལོངས_སྐུལ་ཚིག_ཐ་དད་པ+ལོངས_སྐུལ་ཚིག_ཐ་མི་དད་པ+བླངས_སྐུལ་ཚིག_ཐ་དད་པ+ལོངས_འདས་པ།_###+བླང_སྐུལ་ཚིག_ཐ་དད་པ+ལོང_འདས་པ།_ཐ་མི་དད་པ+ལང_སྐུལ་ཚིག_ཐ་མི་དད་པ+ལོང_འདས་པ།_###+ལངས_སྐུལ་ཚིག_ཐ་མི་དད་པ+ལེན_སྐུལ་ཚིག_ཐ་དད་པ+ལེན_སྐུལ་ཚིག_###
ལོན | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+བྱ་ཚིག_###
ལོབ | ལོབ_སྐུལ་ཚིག_ཐ་དད་པ+ལོབ_མ་འོངས་པ།_ཐ་མི་དད་པ+ལོབ_ད་ལྟ་བ།_###+ལོབས_མ་འོངས་པ།_ཐ་མི་དད་པ+ལབ_སྐུལ་ཚིག_ཐ་དད་པ+ལོབ_མ་འོངས་པ།_###+ལོབས_ད་ལྟ་བ།_ཐ་མི་དད་པ+ལོབ_ད་ལྟ་བ།_ཐ་མི་དད་པ
ལོབས | ལོབ_འདས་པ།_ཐ་མི་དད་པ+ལོབ_འདས་པ།_###+ལོབས_འདས་པ།_ཐ་མི་དད་པ
ལོས | ལོས_སྐུལ་ཚིག_ཐ་དད་པ+ལས_སྐུལ་ཚིག_ཐ་དད་པ
